u,v,line_name,direction,time
350,217,18号线,往康文路,2
217,350,18号线,往航头,2
217,237,18号线,往康文路,3
237,217,18号线,往航头,2
237,201,18号线,往康文路,2
201,237,18号线,往航头,3
201,59,18号线,往康文路,3
59,201,18号线,往航头,3
59,169,18号线,往康文路,2
169,59,18号线,往航头,2
169,249,18号线,往康文路,2
249,169,18号线,往航头,2
249,250,18号线,往康文路,3
250,249,18号线,往航头,2
250,192,18号线,往康文路,2
192,250,18号线,往航头,3
192,128,18号线,往康文路,3
128,192,18号线,往航头,3
128,134,18号线,往康文路,3
134,128,18号线,往航头,2
134,26,18号线,往康文路,3
26,134,18号线,往航头,2
26,236,18号线,往康文路,3
236,26,18号线,往航头,2
236,378,18号线,往康文路,3
378,236,18号线,往航头,3
378,353,18号线,往康文路,3
353,378,18号线,往航头,2
353,379,18号线,往康文路,3
379,353,18号线,往航头,3
379,286,18号线,往康文路,3
286,379,18号线,往航头,3
286,115,18号线,往康文路,3
115,286,18号线,往航头,2
115,172,18号线,往康文路,3
172,115,18号线,往航头,3
255,9,41号线,往汇臻路,3
9,255,41号线,往沈杜公路,2
9,382,41号线,往汇臻路,2
382,9,41号线,往沈杜公路,2
382,267,41号线,往汇臻路,3
267,382,41号线,往沈杜公路,2
267,36,41号线,往汇臻路,3
36,267,41号线,往沈杜公路,2
36,242,41号线,往汇臻路,2
242,36,41号线,往沈杜公路,3
332,50,51号线,往浦东1号2号航站楼,3
50,332,51号线,往虹桥2号航站楼,2
50,204,51号线,往浦东1号2号航站楼,3
204,50,51号线,往虹桥2号航站楼,2
204,7,51号线,往浦东1号2号航站楼,3
7,204,51号线,往虹桥2号航站楼,3
7,175,51号线,往浦东1号2号航站楼,2
175,7,51号线,往虹桥2号航站楼,2
175,17,51号线,往浦东1号2号航站楼,3
17,175,51号线,往虹桥2号航站楼,2
17,261,51号线,往浦东1号2号航站楼,2
261,17,51号线,往虹桥2号航站楼,3
